competency_id,competency_name,title,url,citation,summary
LL.SD.2,Wayfinding,Fostering High-School Students' Self-Regulated Learning Online and Across Academic Domains,https://doi.org/10.1353/hsj.2015.0019,"Greene, J. A., Bolick, C. M., Caprino, A. M., Deekens, V. M., McVea, M., Yu, S., & Jackson, W. P. (2015). Fostering high-school students' self-regulated learning online and across academic domains. The High School Journal, 99(1), 88-106. https://doi.org/10.1353/hsj.2015.0019","This article discusses self-regulated learning skills as critical for managing and utilizing online information effectively, including planning, goal-setting, strategy development, monitoring, and adjusting based on feedback, and reflection. These skills help improve future learning strategies and are key for adolescents to learn from experiences and develop their ability to recognize and navigate challenges."
LL.SD.3,Self-Advocacy,Older and Wiser: Mentoring Relationships in Childhood and Adolescence.,https://doi.org/10.1007/BF01324592,"Rhodes, J. E. (1994). Older and wiser: Mentoring relationships in childhood and adolescence. The Journal of Primary Prevention, 14(3), 187-196. https://doi.org/10.1007/BF01324592","This review examines the impact of mentoring on resilience in high-risk youth and synthesizes literature across various fields to provide a comprehensive understanding of mentor relationships. The author underscores the role of mentors in contributing to resilience among youth, particularly those in high-risk environments, drawing on literature on social support, resilience, and mentoring. Mentoring relationships can have a protective influence, providing critical social support that can shield youth from developmental risks and promote healthy outcomes."
LL.SD.3,Self-Advocacy,Stand by Me: The Risks and Rewards of Mentoring Today's Youth.,https://doi.org/10.2307/j.ctvjz8142,"Rhodes, J. E. (2002). Stand by me: The risks and rewards of mentoring today's youth. Harvard University Press. https://doi.org/10.2307/j.ctvjz8142","This book discusses potential downsides, noting that ineffective mentoring relationships can harm vulnerable youth, stressing the importance of careful mentor selection and training. The author critiques the lack of depth in current research, the small effect sizes found, and the often overly positive portrayal of mentoring effects in the media. While acknowledging the potential of mentoring to significantly benefit youth, the author urges a balanced view that recognizes the complexities and challenges of effectively implementing mentoring programs."
LL.SD.3,Self-Advocacy,It's Who You Know That Matters: Identifying Which Type of Informal Mentor Is Most Likely to Promote Economic Mobility for Vulnerable Youth,https://doi.org/10.1007/s10935-021-00630-7,"Gowdy, G., & Spencer, R. (2021). It's who you know that matters: Identifying which type of informal mentor is most likely to promote economic mobility for vulnerable youth. The Journal of Primary Prevention, 42(3), 217-238. https://doi.org/10.1007/s10935-021-00630-7","This study explores the impact of different types of mentoring on the economic mobility of youth from low-income backgrounds. The research focuses on how informal mentoring relationships, distinct from structured programs, support upward economic mobility for youth facing significant socioeconomic disadvantages. The findings of the study indicate that ""capital mentoring,"" which involves mentors who provide significant connections to external resources and networks, are most heavily associated with greater economic mobility."
LL.SD.3,Self-Advocacy,Does Natural Mentoring Matter? A Multilevel Meta-analysis on the Association Between Natural Mentoring and Youth Outcomes,https://doi.org/10.1002/ajcp.12248,"Van Dam, L., Smit, D., Wildschut, B., Branje, S. J. T., Rhodes, J. E., Assink, M., & Stams, G. J. J. M. (2018). Does natural mentoring matter? A multilevel meta-analysis on the association between natural mentoring and youth outcomes. American Journal of Community Psychology, 62(1-2), 203-220. https://doi.org/10.1002/ajcp.12248","This meta-analysis provides a comprehensive view of the impact of ""natural mentoring"" (mentorship that occurs through naturally forming relationships between youth and non-parental adults who are part of their existing social networks) on academic and vocational functioning, social-emotional development, physical health, and psychosocial problems. The authors examine data from 30 studies from 1992 to 2018; they observe that the presence of a natural mentor was significantly associated with positive youth outcomes across all domains. The largest effect sizes were found in social-emotional development and academic and vocational functioning, indicating these areas benefit most from high-quality mentoring relationships."
LL.SD.3,Self-Advocacy,How Economic Disadvantage Affects the Availability and Nature of Mentoring Relationships During the Transition to Adulthood,https://doi.org/10.1002/ajcp.12228,"Raposa, E. B., Erickson, L. D., Hagler, M., & Rhodes, J. E. (2018). How economic disadvantage affects the availability and mature of mentoring relationships during the transition to adulthood. American Journal of Community Psychology, 61(1–2), 191–203. https://doi.org/10.1002/ajcp.12228","This study examines how economic constraints influence the accessibility and quality of natural mentoring relationships among adolescents, finding that adolescents from economically disadvantaged backgrounds have significantly less access to mentoring from nonparental, nonfamilial adults. They are more likely to receive mentoring from family and friends within their immediate social networks. The findings suggest that interventions should not only increase the quantity of mentoring available but also focus on enhancing the quality of mentoring relationships to include more nonfamilial mentors who can provide career and educational guidance."
LL.SM.1,Receiving Feedback,The Power of Feedback,https://doi.org/10.3102/003465430298487,"Hattie, J., & Timperley, H. (2007). The power of feedback. Review of Educational Research, 77(1), 81-112. https://doi.org/10.3102/003465430298487","This meta-analysis explores the impact of feedback on student learning, finding that effective feedback plays a crucial role in student learning by helping bridge the gap between what students know and what they are aiming to learn. Effective feedback can motivate students, clarify their understanding, and improve their learning outcomes by addressing specific aspects of their performance."
LL.SM.1,Receiving Feedback,Formative Assessment Techniques to Support Student Motivation and Achievement,https://doi.org/10.1080/00098650903267784,"Cauley, K. M., & McMillan, J. H. (2010). Formative assessment techniques to support student motivation and achievement. The Clearing House: A Journal of Educational Strategies, Issues and Ideas, 83(1), 1–6. https://doi.org/10.1080/00098650903267784",Formative assessment is the practice of using assessment to understand where students are in their learning in order to better support their learning. The application of formative assessment techniques leads to higher levels of student engagement and better achievement by engaging students with meaningful feedback that helps them improve their performance.
LL.SM.1,Receiving Feedback,The Impact of Peer Assessment on Academic Performance: A Meta-analysis of Control Group Studies,https://doi.org/10.1007/s10648-019-09510-3,"Double, K.S., McGrane, J.A., & Hopfenbeck, T.N. (2020). The impact of peer assessment on academic performance: A meta-analysis of control group studies. Educational Psychology Review 32, 481-509. https://doi.org/10.1007/s10648-019-09510-3","This meta-analysis examines 54 experimental and quasi-experimental studies that evaluated the effect of peer assessment on academic performance in primary, secondary, or tertiary students across subjects and domains. The analysis finds that peer assessment is more effective for encouraging learning than receiving no assessment or teacher-driven assessment, and has an impact similar to self-assessment."
LL.SM.1,Receiving Feedback,Formative assessment: Assessment Is for Self-Regulated Learning,https://doi.org/10.1007/s10648-011-9191-6,"Clark, I. (2012). Formative assessment: Assessment is for self-regulated learning. Educational Psychology Review, 24(2), 205–249. https://doi.org/10.1007/s10648-011-9191-6","Formative assessment supports the creation of a learning environment where feedback is perceived as a constructive part of the learning process rather than a judgment of student capability. This approach can diminish the anxiety that typically accompanies evaluations and encourages students to view feedback more positively and as a tool for improvement. The implementation of formative assessment is linked to the development of lifelong learning skills, as it prepares students to manage their own learning and adapt to various educational and professional challenges throughout their lives."
LL.SM.1,Receiving Feedback,Using Formative Assessment and Metacognition to Improve Student Achievement,,"Hudesman, J., Crosby, S., Flugman, B., Issac, S., Everson, H.T., & Clay, D.B. (2013). Using formative assessment and metacognition to improve student achievement. Journal of Developmental Education, 37(1).","This study examines the impact of a model designed to improve students' academic performance in mathematics by developing their metacognitive skills through formative assessment. The model includes teaching students how to use self-regulation strategies effectively during their learning process, with continuous feedback cycles broken down into planning, practice, and evaluation phases. Students engaging in courses based on this model have consistently achieved higher pass rates and shown benefits in subsequent college-level mathematics courses."
LL.SM.2,Pursuing Goals,What has fMRI Told Us About the Development of Cognitive Control Through Adolescence?,https://doi.org/10.1016/j.bandc.2009.08.005,"Luna, B., Padmanabhan, A., & O'Hearn, K. (2010). What has fMRI told us about the development of cognitive control through adolescence? Brain and Cognition, 72(1), 101-113. https://doi.org/10.1016/j.bandc.2009.08.005","This review examines neuroscience studies focusing on two fundamental aspects of cognitive control: response inhibition and working memory, which continue to develop throughout adolescence. These aspects of cognitive control are crucial foundations for the development of other crucial capacities, such as time management, action planning, and pursuing goals, all of which are vital for students to effectively manage resources, create actionable plans, and adapt strategies when faced with challenges."
LL.SM.2,Pursuing Goals,"Metacognition, Achievement Goals, Study Strategies and Academic Achievement: Pathways to Achievement",https://doi.org/10.1007/s11409-008-9022-4,"Vrugt, A., & Oort, F.J. (2008). Metacognition, achievement goals, study strategies and academic achievement: Pathways to achievement. Metacognition Learning, 3, 123–146. https://doi.org/10.1007/s11409-008-9022-4","This study outlines metacognitive regulation, which refers to the regulation of thinking and learning through planning, monitoring, and evaluating one's learning processes, as a key metacognitive strategy. Metacognitive strategies can positively influence students' achievement goals and their utilization of appropriate study strategies, which is crucial for students to create actionable plans and adapt their strategies when faced with challenges."
LL.SM.2,Pursuing Goals,The Relation Between Self-Regulated Learning and Academic Achievement Across Childhood and Adolescence: A Meta-Analysis,https://doi.org/10.1007/s10648-015-9320-8,"Dent, A. L., & Koenka, A. C. (2016). The relation between self-regulated learning and academic achievement across childhood and adolescence: A meta-analysis. Educational Psychology Review, 28(3), 425-474. https://doi.org/10.1007/s10648-015-9320-8","This meta-analysis finds that as adolescents grow, their cognitive capabilities mature, making them better able to employ and benefit from learning strategies including setting realistic academic goals, planning and executing tasks effectively, and monitoring their own understanding and progress. These skills help adolescents navigate more complex academic tasks and manage the greater autonomy and responsibility typical of high school education. The analysis underscores the critical role of self-regulated learning in enhancing academic achievement among high school students."
LL.SM.2,Pursuing Goals,College Knowledge: What it Really Takes for Students to Succeed and What We Can Do to Get Them Ready.,,"Conley, D. T. (2005). College knowledge: What it really takes for students to succeed and what we can do to get them ready (pp. 49–100). Jossey-Bass.","This book highlights that cognitive and metacognitive skills such as self-regulated learning, strategic learning, and reflective thinking are key to preparing high school students for college success. These skills enable students to monitor and manage their own learning processes effectively, and as such are crucial for pursuing and achieving post-secondary educational goals. The author suggests that students must be able to assess their understanding and skills critically, plan their learning strategies accordingly, and adjust their approaches based on outcomes."
LL.SM.2,Pursuing Goals,Goal Setting and Student Achievement: A Longitudinal Study,https://doi.org/10.1111/j.1540-4781.2011.01231.x,"Moeller, A.J., Theiler, J.M., & Wu, C. (2012). Goal setting and student achievement: A longitudinal study. The Modern Language Journal, 96, (153–169). https://doi.org/10.1111/j.1540-4781.2011.01231.x","This study examines how goal setting—the process of establishing clear, achievable objectives—influences student achievement over time, finding that structured goal setting is positively correlated with improved proficiency scores. Students who actively engage in setting and reflecting on personal learning goals show greater achievement over time. The findings emphasize the importance of self-regulation and learner autonomy in educational success, supporting the inclusion of goal-setting processes in curriculum design to enhance student motivation and achievement."
OT.Creat.1,Creative Process,The Development and Enhancement of Adolescent Creativity,https://doi.org/10.1017/9781108755726.010,"Hoffmann, J. D., & Hills, E. (2021). The development and enhancement of adolescent creativity. In S. W. Russ, J. D. Hoffmann, & J. C. Kaufman (Eds.), The Cambridge Handbook of Lifespan Development of Creativity (pp. 139–158). Cambridge University Press. https://doi.org/10.1017/9781108755726.010","This research emphasizes that creativity is a high-demand, non-automatable skill crucial for adult survival and societal improvement. It highlights adolescence as a critical period for creativity development, and schools as key contexts for nurturing it. Educators can foster adolescent creativity by promoting positive beliefs, focusing on the creative process, and encouraging practice."
OT.Creat.1,Creative Process,"Revisiting the Relationship Among Schooling, Learning, and Creativity",https://doi.org/10.1017/cbo9781139941969.005,"Beghetto, R. A., & Plucker, J. A. (2016). Revisiting the relationship among schooling, learning, and creativity. Creativity and Reason in Cognitive Development, 72–91. https://doi.org/10.1017/cbo9781139941969.005","This review argues that creativity is a vital mechanism for developing and demonstrating understanding, differentiating between memorization and meaningful knowing. It defines creativity as having both novelty and utility, which is particularly important for students. The authors recommend creating learning environments that de-emphasize rote memorization and time constraints, encouraging student agency, and fostering personally meaningful understanding of problems and solutions."
OT.Creat.1,Creative Process,Domain-Generality Versus Domain-Specificity of Creativity,https://doi.org/10.1007/978-1-4020-9877-2,"Sternberg, R. (2009). Domain-generality versus domain-specificity of creativity. In P. Meusburger, J. Funke, & E. Wunder (Eds.), Milieus of creativity: An interdisciplinary approach to spatiality of creativity (pp. 25-38). Springer. https://doi.org/10.1007/978-1-4020-9877-2 3","This source distinguishes between domain-general and domain-specific creativity, emphasizing that creativity often involves elements of both. It highlights the significant role environments play in fostering or suppressing creativity, and how broad interdisciplinary knowledge can enhance creative thinking. The author advocates for focusing on critical and creative thinking rather than just knowledge acquisition."
OT.Creat.1,Creative Process,Predictors of Change in Creative Thinking Abilities in Young People: A Longitudinal Study / Predictors of Creativity in Young People: Using Frequentist and Bayesian Approaches in Estimating the Importance of Individual and Contextual Factors,https://doi.org/10.1002/jocb.647,"Asquith, S. A., Wang, X., Quintana, D. S., & Abraham, A. (2024). Predictors of change in creative thinking abilities in young people: A longitudinal study. Journal of Creative Behavior, 58(2), 262-278. https://doi.org/10.1002/jocb.647","These two related studies investigate how personal traits and activities influence creative potential in young people aged 14–20, finding that openness, curiosity, and willingness to try new things predict future creative development. They also show that regular participation in creative hobbies improves creative fluency over time. The studies confirm that both individual traits and contextual factors impact creativity, which can be cultivated through opportunities for trying new things and practicing creative activities."
OT.Creat.1,Creative Process,Rethinking Creativity: Inside-the-Box Thinking as the Basis for Innovation (Chapter 1),https://doi.org/10.1017/9781108785259,"Weisberg, R. W. (2020). Rethinking creativity: Inside-the-box thinking as the basis for innovation. Cambridge University Press. https://doi.org/10.1017/9781108785259","This source argues that creativity is often an incremental process, built on existing ideas through 'in-the-box thinking' and logical refinement, rather than sudden leaps of inspiration. It emphasizes analogical thinking as a key component, where knowledge is transferred across domains to generate novel solutions. The research suggests that fostering creativity is most effective when integrated across curricula and supported by a school culture that values curiosity, questioning, cross-disciplinary creative thinking, and openness to new ideas."
OT.Creat.2,Sharing Ideas,"Creativity, Critical Thinking, Communication, and Collaboration: Assessment, Certification, and Promotion of 21st Century Skills for the Future of Work and Education",https://doi.org/10.3390/jintelligence11030054,"Thornhill-Miller, B., Camarda, A., Mercier, M., Burkhardt, J.-M., Morisseau, T., Bourgeois-Bougrine, S., Vinchon, F., El Hayek, S., Augereau-Landais, M., Mourey, F., Feybesse, C., Sundquist, D., & Lubart, T. (2023). Creativity, critical thinking, communication, and collaboration: Assessment, certification, and promotion of 21st century skills for the future of work and education. Journal of Intelligence, 11(3), 54. https://doi.org/10.3390/jintelligence11030054","This article identifies communication as a critical 21st-century skill, essential for employability, personal success, education, and civic participation. It emphasizes that communication involves linguistic, verbal, and social skills like empathy and understanding others' perspectives. The source highlights the interconnectedness of communication with other skills such as collaboration, critical thinking, and generating creative ideas, and suggests strategies like group discussions and project-based learning to enhance communication competency."
OT.Creat.2,Sharing Ideas,"We Feel, Therefore We Learn: The Relevance of Affective and Social Neuroscience to Education",https://doi.org/10.1111/j.1751-228X.2007.00004.x,"Immordino-Yang, M. H., & Damasio, A. (2007). We feel, therefore we learn: The relevance of affective and social neuroscience to education. Mind, Brain, and Education, 1(1), 3-10. https://doi.org/10.1111/j.1751-228X.2007.00004.x","This article explores the deep connection between emotion, social functioning, and cognitive activities like learning and decision-making, asserting that emotional states are foundational to cognitive operations in education. It highlights metacognition and emotional awareness as cornerstones of self-management, crucial for effective learning. The authors emphasize that emotions are fundamentally intertwined with cognition, influencing learning, attention, memory, and social functioning, and that social emotions like compassion play a critical role in both rational and creative thinking."
OT.Creat.2,Sharing Ideas,Longitudinal Research on Perspective Taking in Adolescence: A Systematic Review,https://doi.org/10.1007/s40894-021-00150-9,"Hall, H.K., Millear, P.M.R., Summers, M.J. & Isbel, B. (2021). Longitudinal research on perspective taking in adolescence: A systematic review. Adolescent Research Review, 6, 125-150. https://doi.org/10.1007/s40894-021-00150-9","This systematic review defines perspective-taking as the cognitive ability to understand others' viewpoints and emotions, a critical socio-cognitive skill that develops during adolescence and can be enhanced in school settings. It notes that perspective-taking abilities increase from ages 13 to 18 and are positively associated with self-esteem, reduced depressive symptoms, psychological well-being, prosocial behaviors, and moral reasoning, while being negatively associated with antisocial behaviors."
OT.Creat.2,Sharing Ideas,The Impact of Peer Assessment on Academic Performance: A Meta-Analysis of Control Group Studies / The Power of Feedback,,"Double, K.S., McGrane, J.A., & Hopfenbeck, T.N. (2020). The impact of peer assessment on academic performance: A meta-analysis of control group studies. Educational Psychology Review, 32, 481-509. https://doi.org/10.1007/s10648-019-09510-3 Hattie, J., & Timperley, H. (2007). The power of feedback. Review of Educational Research, 77(1), 81-112. https://doi.org/10.3102/003465430298487.","These sources explore the impact of peer assessment and feedback on academic performance. The meta-analysis by Double et al. investigates the effect of peer assessment on academic outcomes. Hattie & Timperley's work, ""The Power of Feedback,"" is a foundational review that emphasizes the crucial role of effective feedback in enhancing student learning and achievement."
OT.Crit.1,Interpreting Information,Strategies for Teaching Students to Think Critically: A Meta-Analysis,https://doi.org/10.3102/0034654314551063,"Abrami, P. C., Bernard, R. M., Borokhovski, E., Waddington, D. I., Wade, C. A., & Persson, T. (2015). Strategies for teaching students to think critically: A meta-analysis. Review of Educational Research, 85(2), 275-314. https://doi.org/10.3102/0034654314551063","This meta-analysis reviews empirical evidence on instructional approaches for teaching critical thinking skills, defining critical thinking as purposeful, self-regulatory judgment that includes skills such as analysis, evaluation, and inference. The authors identify interpretation (categorization, decoding significance, clarifying meaning) and analysis (examining ideas and identifying arguments) as core components of critical thinking. These skills are essential for interpreting information effectively, as they enable students to analyze, evaluate, and connect new information with existing knowledge, leading to smarter decisions and problem-solving."
OT.Crit.1,Interpreting Information,Teaching and Learning Argumentative Reading and Writing: A Review of Research,https://doi.org/10.1598/RRQ.46.3.4,"Newell, G.E., Beach, R., Smith, J., & VanDerHeide, J. (2011). Teaching and learning argumentative reading and writing: A review of research. Reading Research Quarterly, 46, 273-304. https://doi.org/10.1598/RRQ.46.3.4","The authors emphasize that identifying main claims and supporting arguments is crucial for engaging with complex texts, which requires analysis and synthesis—key aspects of interpreting information. Students must evaluate the relevance and strength of evidence, assess logical support for claims, and consider counterarguments for deep comprehension and critical engagement. The article highlights that organizing thoughts and evidence coherently, often with aids like outlines or templates, is vital for effective argumentation and critical reading, directly supporting the competency of interpreting information by structuring and clarifying understanding."
OT.Crit.1,Interpreting Information,"Using Messy, Authentic Data to Promote Data Literacy & Reveal the Nature of Science",https://doi.org/10.1525/abt.2020.82.7.439,"Schultheis, E. H., & Kjelvik, M. K. (2020). Using messy, authentic data to promote data literacy & reveal the nature of science. The American Biology Teacher, 82(7), 439–446. https://doi.org/10.1525/abt.2020.82.7.439","This article argues that engaging with 'messy data'—data with natural variations, outliers, and incomplete information—enhances data literacy and helps students understand the scientific process. It emphasizes that this experience improves students' ability to interpret authentic data, which is critical for making information useful through analysis and evaluation. By working with real-world, complex data, students learn to contextualize their learning and develop crucial skills for interpreting information effectively."
OT.Crit.1,Interpreting Information,Data Literacy: Real-World Learning Through Problem-Solving With Data Sets,http://www.jstor.org/stable/43694208,"Erwin, R. W. (2015). Data literacy: Real-world learning through problem-solving with data sets. American Secondary Education, 43(2), 18-26. http://www.jstor.org/stable/43694208","This article emphasizes that data literacy, fostered through project-based learning with authentic data sets, is crucial for preparing students for modern, data-driven environments. Engaging with these data sets enhances students' ability to apply mathematical and scientific concepts in real-world contexts, which directly supports the competency of interpreting information by enabling them to analyze, evaluate, and make sense of complex data. This process allows students to use information to address real-world problems and foster deeper learning."
OT.Crit.1,Interpreting Information,Recognizing and Addressing the Barriers to Adolescents' “Reading Like Historians”,http://www.jstor.org/stable/41303991,"Nokes, J. D. (2011). Recognizing and addressing the barriers to adolescents' “reading like historians."" The History Teacher, 44(3), 379-404. http://www.jstor.org/stable/41303991","This article explains that reading like a historian involves analyzing, interpreting, and synthesizing multiple sources to construct a cohesive historical understanding, not just basic textual comprehension. It addresses how students struggle with identifying arguments and themes in historical texts and managing diverse information, which are core challenges in interpreting information effectively. The article provides educational strategies, such as direct instruction and scaffolding, to improve students' ability to critically engage with and interpret various sources, enhancing their overall information literacy."
OT.Crit.2,Logical Thinking,Learning How to Manage Bias: A Case Study of Youth Participatory Action Research,https://doi.org/10.1080/10888691.2011.587720,"Kirshner, B., Pozzoboni, K., & Jones, H. (2011). Learning how to manage bias: A case study of youth participatory action research. Applied Developmental Science, 15(3), 140–155. https://doi.org/10.1080/10888691.2011.587720","This case study focuses on the cognitive challenge of balancing emotional investment with objectivity when handling data, crucial for developing logical thinking skills and managing biases. Participants learned to distinguish personal beliefs from external evidence and to navigate their biases, even when findings contradicted expectations, which directly supports the development of critical thinking. The study suggests that learning to manage biases in a research setting has broader implications for educational practices, enhancing the ability to analyze assumptions and use reason effectively."
OT.Crit.2,Logical Thinking,Creativity and Reason: Friends or Foes?,https://doi.org/10.1017/CBO9781139941969.015,"Guignard, J.-H., & Lubart, T. (2016). Creativity and reason: Friends or foes? In J. C. Kaufman & J. Baer (Eds.), Creativity and reason in cognitive development (2nd ed., pp. 282-301). Cambridge University Press. https://doi.org/10.1017/CBO9781139941969.015","This article examines the relationship between logical thinking and creativity, emphasizing how logical thinking supports the development of arguments, problem-solving, and the ability to analyze multiple possibilities. It highlights that mature reasoning integrates subjective and objective thinking to form deeper understanding and generate novel insights, allowing individuals to explore various solutions and engage in divergent thinking. The article advocates for educational approaches that integrate logical reasoning with creative thinking to foster robust cognitive development, aligning with the competency of logical thinking."
OT.Crit.2,Logical Thinking,Don't They Teach That in High School? Examining the High School to College Information Literacy Gap,https://doi.org/10.1016/j.lisr.2017.11.006,"Saunders, L., Severyn, J., & Caron, J. (2017). Don't they teach that in high school? Examining the high school to college information literacy gap. Library & Information Science Research, 39, 276-283. https://doi.org/10.1016/j.lisr.2017.11.006","This study investigates the gap in information literacy skills between high school and college students, which includes the ability to locate, evaluate, and effectively use information—all critical components of logical thinking. While information literacy is taught in high school, the study reveals a disconnect in students' retention and application of these skills in college, highlighting the need for strategic interventions. This emphasizes the importance of developing logical thinking early and consistently, as it underpins academic success and the effective use of information."
OT.Crit.2,Logical Thinking,The second decade: What develops (and how),,"Kuhn, D., & Franklin, S. (2006). The second decade: What develops (and how). In D. Kuhn, R. S. Siegler, W. Damon, & R. M. Lerner (Eds.), Handbook of child psychology: Cognition, perception, and language (6th ed., pp. 953–993). John Wiley & Sons, Inc.","This source explains that adolescence is a critical stage for developing and refining deductive and inductive reasoning, core components of logical thinking. Adolescents progress from concrete to abstract formal operations, enhancing their ability to interpret data, draw conclusions, and integrate theory with evidence. The authors emphasize the importance of supporting students in developing logical thinking through active engagement with problems and abstract reasoning, which builds confidence to meet challenges and make well-informed decisions."
OT.Crit.2,Logical Thinking,Cognitive and Affective Theory of Mind in Adolescence: Developmental Aspects and Associated Neuropsychological Variables,https://doi.org/10.1007/s00426-019-01263-6,"Gabriel, E. T., Oberger, R., Schmoeger, M., Deckert, M., Vockh, S., Auff, E., & Willinger, U. (2021). Cognitive and affective Theory of Mind in adolescence: developmental aspects and associated neuropsychological variables. Psychological Research, 85(2), 533-553. https://doi.org/10.1007/s00426-019-01263-6","This study explores the development of Theory of Mind (ToM) in adolescence, which involves understanding that others have unique thoughts and perspectives, including false beliefs and perspective-taking. This ability is crucial for logical thinking as it allows adolescents to analyze and compare different viewpoints to better understand their own biases. The maturation of ToM during adolescence supports the development of interpersonal and thinking skills, enabling young people to examine and analyze diverse perspectives, which is fundamental for making effective decisions and engaging in productive collaboration."
OT.Crit.3,Synthesis,The Synthesizing Mind: Making Sense of the Deluge of Information,https://doi.org/10.1515/9783110207019-004,"Gardner, H. (2007). The synthesizing mind: Making sense of the deluge of information. In M. Sánchez Sorondo, E. Malinvaud, & P. Léna (Eds.), Globalization and Education: Proceedings of the Joint Working Group, The Pontifical Academy of Sciences, The Pontifical Academy of Social Sciences, 19 – 17 November 2005, Casino Pio IV (pp. 3-18). De Gruyter.","The author defines synthesis as the capacity to absorb information from various sources, judge its importance and relevance, and integrate it into a comprehensive and comprehensible structure. Synthesizing involves critical thinking, selecting relevant data, and creatively combining insights to form a new, holistic understanding. The article highlights that synthesis is essential not only in academic contexts but also in professional and everyday life, helping individuals make informed decisions and develop innovative solutions."
OT.Crit.3,Synthesis,Factors Affecting Students' Information Literacy as They Transition from High School to College,,"Varlejs, J., Stec, E., & Kwon, H.E. (2014). Factors affecting students' information literacy as they transition from high school to college. School Library Research, 17.","This study investigates why students entering college often lack adequate information literacy skills, despite efforts to teach these skills in high school. The study highlights the need for better cooperation between high school librarians and teachers to improve students' information literacy and prepare them for the demands of college research."
OT.Crit.3,Synthesis,Teaching and Learning Information Synthesis: An Intervention and Rubric Based Assessment,,"Lundstrom, K., Diekema, A.R., Leary, H.M., Haderlie, S., & Holliday, W. (2015). Teaching and learning information synthesis: An intervention and rubric based assessment. Communications in Information Literacy, 9, 60-82.","The ability to synthesize information from multiple sources is essential for academic writing. To explore effective strategies for teaching information synthesis skills, the authors developed a lesson that broke the synthesis process into sequenced tasks involving group discussion and individual writing tasks and applied a rubric to evaluate the effectiveness of the instruction. The findings suggest that teaching synthesis effectively requires more than a single lesson and should be integrated throughout the curriculum to better prepare students for complex writing tasks."
OT.Crit.3,Synthesis,Relations Between Adolescents' Text Processing and Reasoning,https://doi.org/10.1207/s1532690xci2304_2,"Wolfe, M. B. W., & Goldman, S. R. (2005). Relations between adolescents' text processing and reasoning. Cognition and Instruction, 23(4), 467-502. https://doi.org/10.1207/s1532690xci2304_2","This study investigates how adolescents process and reason with text, particularly when they encounter multiple sources with conflicting accounts of an event. The ability to make coherent connections between different sources of information predicted deeper historical understanding and reasoning. The study suggests that students who are better able to integrate conflicting information from multiple texts into a coherent understanding demonstrate more sophisticated historical reasoning."
OT.Crit.3,Synthesis,Educational Neuroscience for Reading Researchers,,"Hruby, G. G., & Goswami, U. (2018). Educational neuroscience for reading researchers. In Theoretical models and processes of literacy, 252-277. Routledge.","While the neuroscience of reading is still in its infancy as an area of study, researchers are making strides in identifying neural correlates of the cognitive processes that constitute reading. The authors summarize some of the latest findings regarding reading comprehension skills, such as fMRI work that distinguishes the neural correlates of sentence- versus passage-level comprehension. They also note overlap in areas of the brain that are activated when synthesizing paragraphs into a holistic narrative structure and those that support self-awareness and self-monitoring."
OT.PS.1,Problem Seeking,Finding the Problem: How Students Approach Problem Identification,https://doi.org/10.1016/j.tsc.2020.100635,"Rubenstein, L. D., Callan, G. L., Speirs Neumeister, K., & Ridgley, L. M. (2020). Finding the problem: How students approach problem identification. Thinking Skills and Creativity, 35, 100635.","This study examines how students identify and articulate problems when tasked with open-ended questions in a classroom setting. The authors found that students employ a range of strategies to identify problems, which often depend on their academic background and personal experiences. The authors suggest that explicitly teaching problem-identification skills can significantly improve students' ability to engage with complex problems effectively."
OT.PS.1,Problem Seeking,The Role of Empathy in Problem Construction and Creative Problem Solving,https://doi.org/10.1016/j.lindif.2024.102501,"Kripal, S.J., & Reiter-Palmon, R. (2024). The role of empathy in problem construction and creative problem solving. Learning and Individual Differences, 114, 102501.","This study examines the relationship between empathy, defining problems, and solving problems. The findings showed a strong link between empathy and the quality and originality of how participants defined the problem. The authors suggest that empathy can improve problem solving by helping people think about others' views when figuring out unclear problems."
OT.PS.1,Problem Seeking,The KEEN Framework: A Guide for Entrepreneurial Mindset,https://engineeringunleashed.com/card/3362,"The KEEN framework. (n.d.). Engineering Unleashed. Retrieved June 3, 2025, from https://engineeringunleashed.com/card/3362","KEEN, a respected voice in the engineering education community, has built an innovative framework for engineering mindsets that places problem seeking and understanding on a level of importance equal to that of actual problem solving and design. Placing such emphasis on this phase of the engineering process, the organization has found, yields entrepreneurial mindsets for engineering students that help them ensure that their solutions are well-aligned to the problems they are trying to solve."
OT.PS.1,Problem Seeking,The Role of Problem Construction in Creative Production,https://doi.org/10.1002/jocb.202,"Reiter-Palmon, R. (2017). The Role of problem construction in creative production. The Journal of Creative Behavior, 51(4), 323-326. https://doi.org/10.1002/jocb.202","Problem construction is a crucial, initial step in the creative process, one that involves recognizing a gap or problem in a given scenario and creatively determining how to address it. The article explains that the empirical research on problem construction demonstrates clear connections to creativity. Additionally, problem construction often requires taking multiple perspectives into account to comprehensively define the problem."
